This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,station_id
"14306902","14306902",-99.3866,47.2335,-9999,"NDSWC","147394"
"14310010","14310010",-103.3396,47.2189,-9999,"NDSWC","147396"
"15907603","15907603",-100.4617,48.6248,-9999,"NDSWC","147398"
"14609808","14609808",-103.1952,47.4802,-9999,"NDSWC","147409"
"15008008","15008008",-100.9396,47.8264,-9999,"NDSWC","147412"
"14607610","14607610",-100.3420,47.4797,-9999,"NDSWC","147413"
"16210032","16210032",-103.6954,48.8150,-9999,"NDSWC","147420"
"14405923","14405923",-98.1203,47.2773,-9999,"NDSWC","147425"
"15506917","15506917",-99.5568,48.2457,-9999,"NDSWC","147429"
"14808821","14808821",-101.8971,47.6246,-9999,"NDSWC","147432"
"16306833","16306833",-99.4715,48.8991,-9999,"NDSWC","147433"
"16009902","16009902",-103.4392,48.7132,-9999,"NDSWC","147434"
"14906917","14906917",-99.5227,47.7239,-9999,"NDSWC","147436"
"15605129","15605129",-97.2218,48.3027,-9999,"NDSWC","147442"
"16407331","16407331",-100.1722,48.9864,-9999,"NDSWC","147446"
"15107226","15107226",-99.8443,47.8691,-9999,"NDSWC","147449"
"14110330","14110330",-103.7833,47.0015,-9999,"NDSWC","147450"
"16307330","16307330",-100.1720,48.9142,-9999,"NDSWC","147452"
"13206630","13206630",-98.9942,46.2226,-9999,"NDSWC","147464"
"14706221","14706221",-98.5747,47.5366,-9999,"NDSWC","147466"
"13608508","13608508",-101.3934,46.6104,-9999,"NDSWC","147470"
"14108226","14108226",-101.0341,47.0041,-9999,"NDSWC","147476"
"13907524","13907524",-100.0879,46.8434,-9999,"NDSWC","147479"
"15309529","15309529",-102.9252,48.0454,-9999,"NDSWC","147482"
"15005313","15005313",-97.3767,47.8100,-9999,"NDSWC","147484"
"13409214","13409214",-102.2050,46.4213,-9999,"NDSWC","147485"
"16308709","16308709",-101.9666,48.9589,-9999,"NDSWC","147486"
"14704933","14704933",-96.9097,47.5048,-9999,"NDSWC","147489"
"14209729","14209729",-103.0010,47.0892,-9999,"NDSWC","147491"
"15909131","15909131",-102.4840,48.5537,-9999,"NDSWC","147492"
"15906410","15906410",-98.8947,48.6092,-9999,"NDSWC","147494"
"15908703","15908703",-101.8973,48.6261,-9999,"NDSWC","147495"
"16406734","16406734",-99.3179,48.9862,-9999,"NDSWC","147496"
"15206723","15206723",-99.2011,47.9708,-9999,"NDSWC","147498"
"15808818","15808818",-102.0929,48.5101,-9999,"NDSWC","147504"
"13208805","13208805",-101.7185,46.2809,-9999,"NDSWC","147507"
"15208604","15208604",-101.6898,48.0151,-9999,"NDSWC","147510"
"14210410","14210410",-103.8461,47.1317,-9999,"NDSWC","147516"
"15206420","15206420",-98.8779,47.9709,-9999,"NDSWC","147517"
"12910510","12910510",-103.7949,46.0103,-9999,"NDSWC","147518"
"15806313","15806313",-98.7204,48.5076,-9999,"NDSWC","147522"
"13609714","13609714",-102.8314,46.5936,-9999,"NDSWC","147526"
"13909818","13909818",-103.0945,46.8543,-9999,"NDSWC","147528"
"13305322","13305322",-97.3328,46.3187,-9999,"NDSWC","147530"
"13605417","13605417",-97.5005,46.5941,-9999,"NDSWC","147535"
"13606313","13606313",-98.5470,46.5946,-9999,"NDSWC","147537"
"13610409","13610409",-103.7491,46.6058,-9999,"NDSWC","147538"
"14007132","14007132",-99.6687,46.9006,-9999,"NDSWC","147544"
"13605311","13605311",-97.3115,46.6082,-9999,"NDSWC","147545"
"13006032","13006032",-98.2254,46.0301,-9999,"NDSWC","147548"
"15909511","15909511",-102.9184,48.6116,-9999,"NDSWC","147556"
"15905225","15905225",-97.2889,48.5644,-9999,"NDSWC","147557"
"13205112","13205112",-97.0209,46.2616,-9999,"NDSWC","147565"
"13209834","13209834",-102.9230,46.2131,-9999,"NDSWC","147566"
"13407708","13407708",-100.3886,46.4366,-9999,"NDSWC","147567"
"14509402","14509402",-102.6203,47.4083,-9999,"NDSWC","147569"
"13907317","13907317",-99.9218,46.8579,-9999,"NDSWC","147571"
"13209510","13209510",-102.5496,46.2711,-9999,"NDSWC","147581"
"16407830","16407830",-100.8300,48.9975,-9999,"NDSWC","147582"
"14006113","14006113",-98.3224,46.9435,-9999,"NDSWC","147585"
"13808718","13808718",-101.7088,46.7684,-9999,"NDSWC","147588"
"12907819","12907819",-100.4929,45.9800,-9999,"NDSWC","147593"
"13705032","13705032",-97.0209,46.6371,-9999,"NDSWC","147597"
"13010315","13010315",-103.5459,46.0827,-9999,"NDSWC","147601"
"13606806","13606806",-99.2776,46.6236,-9999,"NDSWC","147602"
"13908210","13908210",-101.0189,46.8709,-9999,"NDSWC","147603"
"13708018","13708018",-100.8265,46.6842,-9999,"NDSWC","147606"
"13709822","13709822",-103.0311,46.6661,-9999,"NDSWC","147608"
"14207705","14207705",-100.4639,47.1494,-9999,"NDSWC","147610"
"13706633","13706633",-99.0186,46.6379,-9999,"NDSWC","147611"
"16206520","16206520",-99.0992,48.8413,-9999,"NDSWC","147614"
"13808132","13808132",-100.9324,46.7267,-9999,"NDSWC","147615"
"14606328","14606328",-98.7021,47.4353,-9999,"NDSWC","147623"
"16309128","16309128",-102.4912,48.9160,-9999,"NDSWC","147626"
"15206025","15206025",-98.2792,47.9547,-9999,"NDSWC","147628"
"14907921","14907921",-100.7890,47.7104,-9999,"NDSWC","147634"
"14408229","14408229",-101.0981,47.2641,-9999,"NDSWC","147636"
"15506605","15506605",-99.1682,48.2745,-9999,"NDSWC","147637"
"14208002","14208002",-100.7812,47.1498,-9999,"NDSWC","147645"
"13204730","13204730",-96.6265,46.2176,-9999,"NDSWC","147648"
"15807302","15807302",-100.0480,48.5379,-9999,"NDSWC","147652"
"13509429","13509429",-102.5171,46.4786,-9999,"NDSWC","147654"
"15210429","15210429",-104.0227,47.9567,-9999,"NDSWC","147658"
"16106607","16106607",-99.2524,48.7833,-9999,"NDSWC","147659"
"13409922","13409922",-103.1035,46.4030,-9999,"NDSWC","147661"
"13110109","13110109",-103.3175,46.1841,-9999,"NDSWC","147666"
"14006527","14006527",-98.8723,46.9142,-9999,"NDSWC","147668"
"15606214","15606214",-98.5843,48.3325,-9999,"NDSWC","147670"
"13108101","13108101",-100.7625,46.1968,-9999,"NDSWC","147672"
"15605115","15605115",-97.1781,48.3313,-9999,"NDSWC","147674"
"15508203","15508203",-101.1984,48.2763,-9999,"NDSWC","147679"
"13610426","13610426",-103.7073,46.5622,-9999,"NDSWC","147681"
"16107820","16107820",-100.8077,48.7556,-9999,"NDSWC","147683"
"16009630","16009630",-103.1354,48.6549,-9999,"NDSWC","147687"
"13307132","13307132",-99.6341,46.2902,-9999,"NDSWC","147689"
"14309324","14309324",-102.4085,47.1912,-9999,"NDSWC","147692"
"14907603","14907603",-100.3813,47.7535,-9999,"NDSWC","147693"
"12909934","12909934",-103.0473,45.9524,-9999,"NDSWC","147697"
"14004919","14004919",-96.9143,46.9276,-9999,"NDSWC","147704"
"13405324","13405324",-97.2907,46.4055,-9999,"NDSWC","147707"
"15209801","15209801",-103.1658,48.0154,-9999,"NDSWC","147711"
"12906513","12906513",-98.7665,45.9896,-9999,"NDSWC","147712"
"15908901","15908901",-102.1142,48.6260,-9999,"NDSWC","147713"
"13805810","13805810",-97.9865,46.7827,-9999,"NDSWC","147717"
"16008935","16008935",-102.1359,48.6404,-9999,"NDSWC","147725"
"14706130","14706130",-98.4893,47.5220,-9999,"NDSWC","147728"
"13109502","13109502",-102.5284,46.1986,-9999,"NDSWC","147729"
"15807117","15807117",-99.8525,48.5088,-9999,"NDSWC","147730"
"13104804","13104804",-96.7102,46.1888,-9999,"NDSWC","147731"
"13706928","13706928",-99.3970,46.6533,-9999,"NDSWC","147738"
"16205236","16205236",-97.3047,48.8108,-9999,"NDSWC","147740"
"14305506","14305506",-97.6955,47.2325,-9999,"NDSWC","147743"
"14708426","14708426",-101.3455,47.5239,-9999,"NDSWC","147746"
"15107031","15107031",-99.6726,47.8543,-9999,"NDSWC","147749"
"15906723","15906723",-99.2645,48.5808,-9999,"NDSWC","147751"
"13110209","13110209",-103.4421,46.1840,-9999,"NDSWC","147753"
"15405407","15405407",-97.6331,48.1731,-9999,"NDSWC","147756"
"13709610","13709610",-102.7792,46.6952,-9999,"NDSWC","147759"
"14109706","14109706",-103.0220,47.0602,-9999,"NDSWC","147762"
"15508107","15508107",-101.1334,48.2618,-9999,"NDSWC","147763"
"13905710","13905710",-97.8604,46.8694,-9999,"NDSWC","147764"
"14108034","14108034",-100.8021,46.9902,-9999,"NDSWC","147766"
"15106405","15106405",-98.8778,47.9275,-9999,"NDSWC","147767"
"14408815","14408815",-101.8173,47.2919,-9999,"NDSWC","147770"
"13606002","13606002",-98.1908,46.6237,-9999,"NDSWC","147771"
"15805627","15805627",-97.8511,48.4778,-9999,"NDSWC","147772"
"13209524","13209524",-102.5077,46.2421,-9999,"NDSWC","147778"
"14905720","14905720",-97.9789,47.7084,-9999,"NDSWC","147781"
"13210234","13210234",-103.4214,46.2130,-9999,"NDSWC","147783"
"12906210","12906210",-98.4334,46.0018,-9999,"NDSWC","147787"
"13307230","13307230",-99.7805,46.3044,-9999,"NDSWC","147791"
"12907419","12907419",-99.9944,45.9781,-9999,"NDSWC","147792"
"13709902","13709902",-103.1368,46.7095,-9999,"NDSWC","147794"
"13008606","13008606",-101.4897,46.1106,-9999,"NDSWC","147798"
"15509127","15509127",-102.3642,48.2186,-9999,"NDSWC","147805"
"13307125","13307125",-99.5503,46.3048,-9999,"NDSWC","147812"
"14310427","14310427",-103.8457,47.1751,-9999,"NDSWC","147816"
"13606921","13606921",-99.3614,46.5798,-9999,"NDSWC","147817"
"14308723","14308723",-101.6690,47.1909,-9999,"NDSWC","147821"
"15107805","15107805",-100.6819,47.9275,-9999,"NDSWC","147822"
"15109310","15109310",-102.5679,47.9127,-9999,"NDSWC","147825"
"13409721","13409721",-102.8735,46.4049,-9999,"NDSWC","147829"
"13307810","13307810",-100.4732,46.3494,-9999,"NDSWC","147830"
"14507210","14507210",-99.8306,47.3923,-9999,"NDSWC","147836"
"02605908","02605908",-104.1268,48.0198,-9999,"NDSWC","147837"
"13509806","13509806",-103.0411,46.5334,-9999,"NDSWC","147844"
"13605610","13605610",-97.7104,46.6089,-9999,"NDSWC","147847"
"16310111","16310111",-103.7608,48.9600,-9999,"NDSWC","147850"
"12909718","12909718",-102.8606,45.9958,-9999,"NDSWC","147854"
"13205006","13205006",-97.0003,46.2757,-9999,"NDSWC","147857"
"13006711","13006711",-99.0353,46.0919,-9999,"NDSWC","147859"
"15809409","15809409",-102.8317,48.5247,-9999,"NDSWC","147863"
"16105322","16105322",-97.4799,48.7541,-9999,"NDSWC","147864"
"14610428","14610428",-103.9372,47.4384,-9999,"NDSWC","147866"
"13506006","13506006",-98.2750,46.5364,-9999,"NDSWC","147869"
"15606130","15606130",-98.5409,48.3035,-9999,"NDSWC","147876"
"16309422","16309422",-102.8629,48.9306,-9999,"NDSWC","147877"
"14908609","14908609",-101.6898,47.7392,-9999,"NDSWC","147878"
"13309408","13309408",-102.5170,46.3483,-9999,"NDSWC","147879"
"15909013","15909013",-102.2449,48.5970,-9999,"NDSWC","147880"
"13806735","13806735",-99.1014,46.7249,-9999,"NDSWC","147884"
"13706710","13706710",-99.1229,46.6960,-9999,"NDSWC","147887"
"15307410","15307410",-100.1610,48.0871,-9999,"NDSWC","147890"
"16108028","16108028",-101.0487,48.7412,-9999,"NDSWC","147892"
"14606705","14606705",-99.2346,47.4938,-9999,"NDSWC","147893"
"15806011","15806011",-98.3509,48.5220,-9999,"NDSWC","147898"
"13206929","13206929",-99.3473,46.2227,-9999,"NDSWC","147899"
"15607413","15607413",-100.1172,48.3335,-9999,"NDSWC","147903"
"14208419","14208419",-101.3734,47.1041,-9999,"NDSWC","147909"
"15208629","15208629",-101.7114,47.9564,-9999,"NDSWC","147910"
"14505926","14505926",-98.1466,47.3483,-9999,"NDSWC","147913"
"13109710","13109710",-102.7983,46.1841,-9999,"NDSWC","147917"
"14410013","14410013",-103.2971,47.2911,-9999,"NDSWC","147920"
"15107810","15107810",-100.6388,47.9129,-9999,"NDSWC","147922"
"13406124","13406124",-98.2956,46.4061,-9999,"NDSWC","147929"
"14505706","14505706",-97.9753,47.4057,-9999,"NDSWC","147934"
"15805401","15805401",-97.5463,48.5358,-9999,"NDSWC","147937"
"15107513","15107513",-100.2087,47.8981,-9999,"NDSWC","147939"
"14006311","14006311",-98.5977,46.9573,-9999,"NDSWC","147940"
"14010626","14010626",-104.0181,46.9121,-9999,"NDSWC","147946"
"13805636","13805636",-97.6923,46.7242,-9999,"NDSWC","147949"
"15706122","15706122",-98.5031,48.4061,-9999,"NDSWC","147958"
"16006812","16006812",-99.3730,48.6967,-9999,"NDSWC","147959"
"13409526","13409526",-102.5811,46.3914,-9999,"NDSWC","147963"
"15605431","15605431",-97.6330,48.2890,-9999,"NDSWC","147965"
"15708930","15708930",-102.2234,48.3942,-9999,"NDSWC","147966"
"13110311","13110311",-103.5250,46.1839,-9999,"NDSWC","147967"
"13207617","13207617",-100.2223,46.2543,-9999,"NDSWC","147969"
"14806220","14806220",-98.5963,47.6234,-9999,"NDSWC","147970"
"15810318","15810318",-104.0425,48.5106,-9999,"NDSWC","147971"
"15707432","15707432",-100.2440,48.3785,-9999,"NDSWC","147972"
"12906524","12906524",-98.7665,45.9750,-9999,"NDSWC","147973"
"14907618","14907618",-100.4456,47.7246,-9999,"NDSWC","147976"
"1405923","1405923",-104.2105,46.9545,-9999,"NDSWC","147978"
"16008622","16008622",-101.7665,48.6695,-9999,"NDSWC","147979"
"14907119","14907119",-99.8013,47.7096,-9999,"NDSWC","147982"
"14309804","14309804",-103.1069,47.2338,-9999,"NDSWC","147986"
"14606829","14606829",-99.3624,47.4360,-9999,"NDSWC","147991"
"14105632","14105632",-97.8013,46.9861,-9999,"NDSWC","148000"
"14505011","14505011",-96.9960,47.3892,-9999,"NDSWC","148001"
"15706529","15706529",-99.0688,48.3923,-9999,"NDSWC","148007"
"15909006","15909006",-102.3538,48.6260,-9999,"NDSWC","148010"
"13508212","13508212",-100.9338,46.5234,-9999,"NDSWC","148013"
"14605506","14605506",-97.7186,47.4921,-9999,"NDSWC","148014"
"13507111","13507111",-99.5701,46.5222,-9999,"NDSWC","148017"
"16009817","16009817",-103.3746,48.6840,-9999,"NDSWC","148019"
"15510309","15510309",-103.9392,48.2630,-9999,"NDSWC","148020"
"15107919","15107919",-100.8326,47.8845,-9999,"NDSWC","148021"
"13706733","13706733",-99.1445,46.6379,-9999,"NDSWC","148031"
"15209334","15209334",-102.5679,47.9416,-9999,"NDSWC","148032"
"14510422","14510422",-103.9166,47.3661,-9999,"NDSWC","148033"
"14208108","14208108",-100.9709,47.1343,-9999,"NDSWC","148034"
"13408113","13408113",-100.8085,46.4219,-9999,"NDSWC","148038"
"13605710","13605710",-97.8359,46.6091,-9999,"NDSWC","148041"
"15406022","15406022",-98.3466,48.1444,-9999,"NDSWC","148042"
"15805621","15805621",-97.8730,48.4924,-9999,"NDSWC","148043"
"12904718","12904718",-96.6285,45.9860,-9999,"NDSWC","148048"
"13710204","13710204",-103.5566,46.7093,-9999,"NDSWC","148054"
"14310508","14310508",-104.0145,47.2184,-9999,"NDSWC","148057"
"16307635","16307635",-100.4787,48.9005,-9999,"NDSWC","148058"
"13508610","13508610",-101.4765,46.5235,-9999,"NDSWC","148061"
"13010403","13010403",-103.6707,46.1118,-9999,"NDSWC","148065"
"14109808","14109808",-103.1280,47.0456,-9999,"NDSWC","148068"
"13105622","13105622",-97.6852,46.1459,-9999,"NDSWC","148077"
"13605829","13605829",-98.0030,46.5656,-9999,"NDSWC","148078"
"16109404","16109404",-102.8850,48.8001,-9999,"NDSWC","148079"
"14208414","14208414",-101.2892,47.1183,-9999,"NDSWC","148080"
"14306832","14306832",-99.3232,47.1610,-9999,"NDSWC","148083"
"15908217","15908217",-101.2885,48.5963,-9999,"NDSWC","148088"
"13907718","13907718",-100.4462,46.8589,-9999,"NDSWC","148090"
"13510128","13510128",-103.3737,46.4752,-9999,"NDSWC","148092"
"13910231","13910231",-103.5989,46.8104,-9999,"NDSWC","148095"
"13408921","13408921",-101.8702,46.4076,-9999,"NDSWC","148096"
"14009017","14009017",-102.0655,46.9421,-9999,"NDSWC","148101"
"13506826","13506826",-99.1941,46.4788,-9999,"NDSWC","148102"
"14609527","14609527",-102.7688,47.4373,-9999,"NDSWC","148106"
"13609628","13609628",-102.7494,46.5645,-9999,"NDSWC","148107"
"15808723","15808723",-101.8757,48.4957,-9999,"NDSWC","148109"
"15310231","15310231",-103.8520,48.0317,-9999,"NDSWC","148111"
"12905310","12905310",-97.2889,45.9659,-9999,"NDSWC","148112"
"13608118","13608118",-100.9131,46.5958,-9999,"NDSWC","148115"
"13908104","13908104",-100.9132,46.8863,-9999,"NDSWC","148117"
"15009806","15009806",-103.2726,47.8408,-9999,"NDSWC","148121"
"16110123","16110123",-103.7609,48.7570,-9999,"NDSWC","148122"
"14106418","14106418",-98.8374,47.0301,-9999,"NDSWC","148124"
"14908918","14908918",-102.1184,47.7246,-9999,"NDSWC","148126"
"16307106","16307106",-99.9094,48.9718,-9999,"NDSWC","148128"
"14609310","14609310",-102.5139,47.4807,-9999,"NDSWC","148131"
"14407414","14407414",-100.0201,47.2932,-9999,"NDSWC","148132"
"15708023","15708023",-100.9620,48.4076,-9999,"NDSWC","148138"
"15708224","15708224",-101.2011,48.4078,-9999,"NDSWC","148140"
"15708133","15708133",-101.1361,48.3787,-9999,"NDSWC","148141"
"16406333","16406333",-98.8142,48.9858,-9999,"NDSWC","148144"
"15308324","15308324",-101.2850,48.0591,-9999,"NDSWC","148153"
"14107406","14107406",-100.1042,47.0613,-9999,"NDSWC","148155"
"14209529","14209529",-102.7470,47.0896,-9999,"NDSWC","148156"
"14506801","14506801",-99.2768,47.4068,-9999,"NDSWC","148158"
"13009032","13009032",-101.9674,46.0388,-9999,"NDSWC","148159"
"14109635","14109635",-102.8105,46.9881,-9999,"NDSWC","148165"
"12907509","12907509",-100.0775,46.0075,-9999,"NDSWC","148166"
"13506002","13506002",-98.1911,46.5366,-9999,"NDSWC","148169"
"12910613","12910613",-103.8780,45.9959,-9999,"NDSWC","148175"
"15906625","15906625",-99.1116,48.5661,-9999,"NDSWC","148180"
"14808029","14808029",-100.8971,47.6108,-9999,"NDSWC","148181"
"13309723","13309723",-102.8308,46.3178,-9999,"NDSWC","148183"
"16009627","16009627",-103.0701,48.6550,-9999,"NDSWC","148188"
"14208208","14208208",-101.0981,47.1340,-9999,"NDSWC","148193"
"15109915","15109915",-103.3368,47.8988,-9999,"NDSWC","148197"
"13209104","13209104",-102.0709,46.2807,-9999,"NDSWC","148199"
"13906719","13906719",-99.1845,46.8408,-9999,"NDSWC","148202"
"16009531","16009531",-103.0052,48.6404,-9999,"NDSWC","148203"
"14906222","14906222",-98.5791,47.7086,-9999,"NDSWC","148205"
"15909326","15909326",-102.6577,48.5681,-9999,"NDSWC","148209"
"14008035","14008035",-100.7404,46.9033,-9999,"NDSWC","148210"
"14005821","14005821",-98.0074,46.9277,-9999,"NDSWC","148211"
"14108810","14108810",-101.8172,47.0464,-9999,"NDSWC","148212"
"14208808","14208808",-101.8597,47.1330,-9999,"NDSWC","148213"
"14905627","14905627",-97.8073,47.6939,-9999,"NDSWC","148218"
"14805612","14805612",-97.7391,47.6512,-9999,"NDSWC","148220"
"15408034","15408034",-100.9397,48.1167,-9999,"NDSWC","148226"
"13107328","13107328",-99.8263,46.1370,-9999,"NDSWC","148227"
"14609901","14609901",-103.2375,47.4946,-9999,"NDSWC","148228"
"15907024","15907024",-99.6343,48.5811,-9999,"NDSWC","148229"
"13406006","13406006",-98.2747,46.4495,-9999,"NDSWC","148232"
"16210020","16210020",-103.6955,48.8440,-9999,"NDSWC","148236"
"13606516","13606516",-98.8609,46.5946,-9999,"NDSWC","148237"
"14307009","14307009",-99.5553,47.2193,-9999,"NDSWC","148239"
"15407226","15407226",-99.8804,48.1301,-9999,"NDSWC","148244"
"16106010","16106010",-98.3980,48.7829,-9999,"NDSWC","148249"
"15307819","15307819",-100.7448,48.0586,-9999,"NDSWC","148250"
"14206006","14206006",-98.3306,47.1465,-9999,"NDSWC","148251"
"14206829","14206829",-99.3232,47.0885,-9999,"NDSWC","148254"
"16109619","16109619",-103.1916,48.7567,-9999,"NDSWC","148255"
"14508923","14508923",-101.9823,47.3642,-9999,"NDSWC","148263"
"14606114","14606114",-98.4036,47.4642,-9999,"NDSWC","148266"
"16306024","16306024",-98.3539,48.9278,-9999,"NDSWC","148273"
"14609122","14609122",-102.2586,47.4510,-9999,"NDSWC","148275"
"13410117","13410117",-103.3944,46.4174,-9999,"NDSWC","148282"
"13410526","13410526",-103.8326,46.3888,-9999,"NDSWC","148285"
"15807405","15807405",-100.2439,48.5377,-9999,"NDSWC","148287"
"13808511","13808511",-101.3741,46.7824,-9999,"NDSWC","148288"
"13507910","13507910",-100.5991,46.5243,-9999,"NDSWC","148289"
"14208320","14208320",-101.2253,47.1042,-9999,"NDSWC","148291"
"13507728","13507728",-100.3676,46.4806,-9999,"NDSWC","148297"
"13808312","13808312",-101.1015,46.7834,-9999,"NDSWC","148303"
"13009301","13009301",-102.2583,46.1114,-9999,"NDSWC","148304"
"13310120","13310120",-103.3944,46.3161,-9999,"NDSWC","148306"
"14508527","14508527",-101.4938,47.3499,-9999,"NDSWC","148307"
"13305911","13305911",-98.0658,46.3478,-9999,"NDSWC","148308"
"13005605","13005605",-97.7268,46.1025,-9999,"NDSWC","148310"
"13105526","13105526",-97.5396,46.1312,-9999,"NDSWC","148312"
"15105904","15105904",-98.2150,47.9258,-9999,"NDSWC","148316"
"14706604","14706604",-99.0852,47.5804,-9999,"NDSWC","148317"
"WA-SP-36","ELK 2.6 WNW",-117.3241,48.0366,645,"COCORAHS","148324"
"72-0001","ALDER SPRING",-122.7087,39.6606,1353,"HDSC","148383"
"72-0002","ATWELL MILL",-118.6743,36.4640,1975,"HDSC","148384"
"72-0006","BEARTRAP MEA",-118.8588,36.6764,2073,"HDSC","148387"
"72-0007","EASTMAN LAKE",-119.9784,37.2090,165,"HDSC","148388"
"72-0009","LAKE MENDOCI",-123.1851,39.2032,204,"HDSC","148389"
"72-0010","EAGLE CREEK",-118.6448,35.9837,2027,"HDSC","148390"
"72-0011","ENGLEBRIGHT",-121.2525,39.2398,259,"HDSC","148391"
"72-0015","HOCKETT MEAD",-118.6521,36.3708,2636,"HDSC","148394"
"72-0016","HIDDEN DAM W",-119.8935,37.1145,171,"HDSC","148395"
"72-0019","LOG SPRINGS",-122.7930,39.8262,1539,"HDSC","148398"
"72-0022","MOUNTAIN HOM",-118.7173,36.2422,1695,"HDSC","148400"
"72-0027","OAKHURST (OH",-119.6753,37.3459,719,"HDSC","148403"
"72-0031","PASCOES (PSC",-118.3576,35.9615,2780,"HDSC","148406"
"79-1021","MIRA LOMA SP",-117.5334,34.0231,245,"HDSC","148414"
"79-1075","GUASTI PARK",-117.5928,34.0719,303,"HDSC","148415"
"79-1262","CHINO FIRE S",-117.6883,34.0123,223,"HDSC","148416"
"79-1335","ONTARIO FIRE",-117.6239,34.0411,262,"HDSC","148417"
"79-1376","CUCAMONGA AT",-117.6205,34.1214,447,"HDSC","148418"
"79-1385","DAY CANYON -",-117.5319,34.1571,582,"HDSC","148419"
"79-2001","SAN BERNARDI",-117.2685,34.1038,319,"HDSC","148420"
"79-2015","DEL ROSA RAN",-117.2500,34.1674,532,"HDSC","148421"
"79-2118","DEVORE C.D.F",-117.4067,34.2220,634,"HDSC","148423"
"79-2159","LYTLE CREEK",-117.3341,34.1075,373,"HDSC","148424"
"79-2222","HIGHGROVE ST",-117.3322,34.0233,288,"HDSC","148425"
"79-2287","LYTLE CREEK",-117.5000,34.2594,1042,"HDSC","148426"
"79-2893","CAL STATE S.",-117.3211,34.1872,465,"HDSC","148429"
"79-2996","C.V.F FONTAN",-117.4695,34.0778,340,"HDSC","148430"
"79-3015","OAK GLEN",-116.9527,34.0519,1426,"HDSC","148431"
"79-3023","REDLANDS - R",-117.2104,34.0340,392,"HDSC","148432"
"79-3132","YUCAIPA WATE",-117.0447,34.0216,826,"HDSC","148433"
"79-3162","SANTA ANA P.",-117.0983,34.1076,594,"HDSC","148434"
"79-3337","MENTONE C.D.",-117.1213,34.0704,538,"HDSC","148436"
"79-3355","LOMA LINDA F",-117.2471,34.0442,364,"HDSC","148437"
"79-4393","BARSTOW - DA",-116.7950,34.8571,587,"HDSC","148438"
"79-6383","BALDY MESA C",-117.3932,34.4683,1012,"HDSC","148440"
"79-9004","TWENTYNINE P",-116.0546,34.1523,578,"HDSC","148442"
"79-9028","CAJON JUNCTI",-117.4785,34.3121,950,"HDSC","148444"
"80-0205","BURTON MESA",-120.4500,34.6975,73,"HDSC","148456"
"80-0208","CARPINTERIA",-119.5183,34.3981,5,"HDSC","148458"
"80-0211","SANTA BARBAR",-119.7753,34.4469,91,"HDSC","148461"
"80-0221","CUYAMA RANCH",-119.6681,34.9825,661,"HDSC","148466"
"80-0227","KTYD TOWERS",-119.6756,34.4706,732,"HDSC","148469"
"80-0228","STANWOOD FIR",-119.6883,34.4450,192,"HDSC","148470"
"80-0229","CATER TREATM",-119.7303,34.4542,152,"HDSC","148471"
"80-0231","DOULTON TUNN",-119.5639,34.4569,541,"HDSC","148473"
"80-0232","JAMESON LAKE",-119.5089,34.4908,628,"HDSC","148474"
"80-0233","BUELLTON FIR",-120.1967,34.6131,110,"HDSC","148475"
"80-0234","SANTA BARBAR",-119.7033,34.4253,30,"HDSC","148476"
"80-0236","NOJOQUI FALL",-120.1778,34.5339,219,"HDSC","148478"
"80-0242","SANTA BARBAR",-119.8000,34.4897,366,"HDSC","148482"
"80-0249","MANZANITA MO",-120.0817,34.8939,972,"HDSC","148484"
"80-0251","LOMPOC - MIG",-120.4950,34.5861,329,"HDSC","148485"
"80-0255","EAST CAMINO",-119.6958,34.4917,1006,"HDSC","148487"
"80-0256","SISQUOC FIRE",-120.2936,34.8664,128,"HDSC","148488"
"80-0258","MIGUELITO DE",-120.4667,34.6331,32,"HDSC","148490"
"80-0259","CELITE PLANT",-120.4539,34.5889,174,"HDSC","148491"
"80-0310","SANTA BARBAR",-119.8333,34.4333,11,"HDSC","148495"
"80-0325","MONTECITO WA",-119.6333,34.4333,70,"HDSC","148497"
"80-0334","GOLETA WATER",-119.8000,34.4333,15,"HDSC","148498"
"80-0338","LA CUMBRE WA",-119.7667,34.4333,73,"HDSC","148500"
"80-0346","VIA HUERTO R",-119.7833,34.4167,61,"HDSC","148501"
"80-0349","SANTA MARIA",-120.3667,34.8500,274,"HDSC","148502"
"80-0361","SURF",-120.5833,34.7000,15,"HDSC","148504"
"80-0376","GLEN ANNIE C",-119.8667,34.4500,37,"HDSC","148505"
"80-0380","SANTA MARIA",-120.4333,34.9500,68,"HDSC","148506"
"80-0386","PINE CREST S",-119.7075,34.4636,296,"HDSC","148507"
"80-0387","UNION SUGAR",-120.5080,34.9167,49,"HDSC","148508"
"80-0390","SAN MARCOS P",-119.8239,34.5111,671,"HDSC","148510"
"80-0393","SOLVANG CITY",-120.1389,34.5958,151,"HDSC","148511"
"81-0001","02D1002--77B",-122.0609,37.7062,101,"HDSC","148527"
"81-0002","02D1003--77A",-122.0867,37.7154,123,"HDSC","148528"
"81-0003","02D1004--70-",-122.0225,37.7189,259,"HDSC","148529"
"81-0014","05D1004--SFW",-121.9624,37.5808,35,"HDSC","148531"
"81-0019","06D1004--51-",-121.8866,37.5246,427,"HDSC","148532"
"81-0020","07D5001--SFW",-121.8931,37.6619,99,"HDSC","148533"
